 Rank,Name,Number,Gender,Year
56,Patrick,185,Male,1963
56,Carol,172,Female,1963
57,Joseph,167,Male,1963
57,Rhonda,172,Female,1963
58,Thomas,163,Male,1963
58,Michele,166,Female,1963
59,Adam,161,Male,1963
59,Leonie,159,Female,1963
60,Tony,148,Male,1963
60,Janet,149,Female,1963
61,Daniel,147,Male,1963
61,Melissa,148,Female,1963
62,Malcolm,138,Male,1963
62,Barbara,145,Female,1963
63,Russell,138,Male,1963
63,Bronwyn,141,Female,1963
64,Simon,127,Male,1963
64,Anna,140,Female,1963
65,Dean,125,Male,1963
65,Rosemary,140,Female,1963
66,Darryl,124,Male,1963
66,Katherine,135,Female,1963
67,Donald,121,Male,1963
67,Roslyn,133,Female,1963
68,Douglas,120,Male,1963
68,Colleen,131,Female,1963
69,Edward,120,Male,1963
69,Sally,131,Female,1963
70,Murray,115,Male,1963
70,Heather,129,Female,1963
71,Leslie,112,Male,1963
71,Tania,129,Female,1963
72,Terry,111,Male,1963
72,Gail,122,Female,1963
73,Nicholas,109,Male,1963
73,Janine,115,Female,1963
74,Ricky,98,Male,1963
74,Frances,114,Female,1963
75,Gavin,91,Male,1963
75,Ruth,113,Female,1963
76,Charles,90,Male,1963
76,Lorraine,109,Female,1963
77,Dennis,88,Male,1963
77,Therese,109,Female,1963
78,Adrian,87,Male,1963
78,Diana,103,Female,1963
79,Daryl,86,Male,1963
79,Tanya,100,Female,1963
80,Keith,86,Male,1963
80,Pauline,98,Female,1963
81,Roger,81,Male,1963
81,Paula,97,Female,1963
82,Sean,81,Male,1963
82,Brenda,96,Female,1963
83,Bernard,79,Male,1963
83,Caroline,94,Female,1963
84,Gordon,76,Male,1963
84,Lesley,91,Female,1963
85,Gerard,72,Male,1963
85,Lynne,91,Female,1963
86,Eric,71,Male,1963
86,Jeanette,90,Female,1963
87,Alexander,70,Male,1963
87,Katrina,90,Female,1963
88,Giuseppe,69,Male,1963
88,Pamela,90,Female,1963
89,Terrence,69,Male,1963
89,Jo-Anne,86,Female,1963
90,Frank,68,Male,1963
90,Teresa,86,Female,1963
91,Jonathan,67,Male,1963
91,Lee,85,Female,1963
92,Neville,67,Male,1963
92,Kay,84,Female,1963
93,Warwick,67,Male,1963
93,Toni,83,Female,1963
94,Bryan,66,Male,1963
94,Janice,82,Female,1963
95,Danny,66,Male,1963
95,Lynda,82,Female,1963
96,Jeffery,64,Male,1963
96,Megan,82,Female,1963
97,Noel,63,Male,1963
97,Virginia,79,Female,1963
98,Antonio,61,Male,1963
98,Christina,78,Female,1963
99,Kelvin,59,Male,1963
99,Vanessa,77,Female,1963
100,Terence,58,Male,1963
100,Yvonne,75,Female,1963
1,David,2660,Male,1962
1,Jennifer,1079,Female,1962
2,Peter,1960,Male,1962
2,Karen,1041,Female,1962
3,Mark,1905,Male,1962
3,Susan,1009,Female,1962
4,Michael,1886,Male,1962
4,Sharon,880,Female,1962
5,John,1649,Male,1962
5,Julie,816,Female,1962
6,Stephen,1425,Male,1962
6,Deborah,684,Female,1962
7,Paul,1292,Male,1962
7,Donna,677,Female,1962
8,Robert,1181,Male,1962
8,Michelle,668,Female,1962
9,Gregory,1065,Male,1962
9,Catherine,664,Female,1962
10,Anthony,1038,Male,1962
10,Joanne,600,Female,1962
11,Andrew,859,Male,1962
11,Kim,597,Female,1962
12,Craig,812,Male,1962
12,Leanne,585,Female,1962
13,Steven,690,Male,1962
13,Sandra,557,Female,1962
14,Christopher,681,Male,1962
14,Elizabeth,527,Female,1962
15,Wayne,651,Male,1962
15,Christine,516,Female,1962
16,Glenn,624,Male,1962
16,Linda,513,Female,1962
17,Ian,624,Male,1962
17,Robyn,488,Female,1962
18,Brett,526,Male,1962
18,Wendy,472,Female,1962
19,Richard,486,Male,1962
19,Tracey,471,Female,1962
20,James,463,Male,1962
20,Helen,464,Female,1962
21,Geoffrey,458,Male,1962
21,Margaret,457,Female,1962
22,Gary,434,Male,1962
22,Vicki,424,Female,1962
23,Scott,429,Male,1962
23,Debra,397,Female,1962
24,Phillip,419,Male,1962
24,Suzanne,392,Female,1962
25,Kevin,410,Male,1962
25,Lisa,370,Female,1962
26,Rodney,403,Male,1962
26,Anne,363,Female,1962
27,William,372,Male,1962
27,Louise,361,Female,1962
28,Brian,354,Male,1962
28,Maria,355,Female,1962
29,Graham,342,Male,1962
29,Lynette,352,Female,1962
30,Jeffrey,314,Male,1962
30,Patricia,323,Female,1962
31,Timothy,309,Male,1962
31,Kerry,319,Female,1962
32,Bruce,303,Male,1962
32,Cheryl,318,Female,1962
33,Glen,301,Male,1962
33,Debbie,308,Female,1962
34,Colin,296,Male,1962
34,Carolyn,304,Female,1962
35,Kenneth,293,Male,1962
35,Mary,302,Female,1962
36,Neil,288,Male,1962
36,Kathryn,301,Female,1962
37,Warren,280,Male,1962
37,Annette,290,Female,1962
38,Garry,275,Male,1962
38,Jane,290,Female,1962
39,Raymond,274,Male,1962
39,Judith,287,Female,1962
40,Philip,270,Male,1962
40,Kerrie,281,Female,1962
41,Alan,252,Male,1962
41,Kathleen,260,Female,1962
42,Shane,250,Male,1962
42,Diane,258,Female,1962
43,Darren,249,Male,1962
43,Amanda,254,Female,1962
44,Trevor,248,Male,1962
44,Narelle,249,Female,1962
45,Ronald,247,Male,1962
45,Dianne,239,Female,1962
46,Matthew,243,Male,1962
46,Fiona,222,Female,1962
47,Ross,237,Male,1962
47,Jacqueline,221,Female,1962
48,Barry,236,Male,1962
48,Tracy,221,Female,1962
49,Graeme,230,Male,1962
49,Carol,217,Female,1962
50,Bradley,225,Male,1962
50,Alison,214,Female,1962
51,Grant,223,Male,1962
51,Rhonda,214,Female,1962
52,Stuart,210,Male,1962
52,Denise,206,Female,1962
53,Allan,200,Male,1962
53,Belinda,197,Female,1962
54,Martin,194,Male,1962
54,Michele,186,Female,1962
55,George,170,Male,1962
55,Ann,182,Female,1962
56,Malcolm,167,Male,1962
56,Barbara,176,Female,1962
57,Patrick,167,Male,1962
57,Janelle,174,Female,1962
58,Joseph,166,Male,1962
58,Maree,164,Female,1962
59,Thomas,152,Male,1962
59,Leonie,163,Female,1962
60,Russell,149,Male,1962
60,Angela,161,Female,1962
61,Tony,145,Male,1962
61,Tanya,158,Female,1962
62,Daniel,139,Male,1962
62,Gail,157,Female,1962
63,Terry,137,Male,1962
63,Pamela,156,Female,1962
64,Adam,130,Male,1962
64,Janet,154,Female,1962
65,Dean,126,Male,1962
65,Bronwyn,145,Female,1962
66,Leslie,125,Male,1962
66,Heather,143,Female,1962
67,Douglas,123,Male,1962
67,Roslyn,141,Female,1962
68,Simon,122,Male,1962
68,Anna,138,Female,1962
69,Edward,121,Male,1962
69,Katherine,137,Female,1962
70,Donald,120,Male,1962
70,Rosemary,126,Female,1962
71,Keith,104,Male,1962
71,Ruth,122,Female,1962
72,Roger,104,Male,1962
72,Lesley,121,Female,1962
73,Bernard,101,Male,1962
73,Janine,120,Female,1962
74,Nicholas,101,Male,1962
74,Sally,117,Female,1962
75,Noel,99,Male,1962
75,Therese,117,Female,1962
76,Darryl,97,Male,1962
76,Colleen,114,Female,1962
77,Dennis,95,Male,1962
77,Brenda,112,Female,1962
78,Ricky,94,Male,1962
78,Melissa,111,Female,1962
79,Daryl,91,Male,1962
79,Frances,108,Female,1962
80,Murray,91,Male,1962
80,Megan,105,Female,1962
81,Adrian,84,Male,1962
81,Lee,104,Female,1962
82,Frank,82,Male,1962
82,Lorraine,104,Female,1962
83,Eric,81,Male,1962
83,Lynne,103,Female,1962
84,Gavin,81,Male,1962
84,Diana,102,Female,1962
85,Terence,80,Male,1962
85,Katrina,100,Female,1962
86,Charles,78,Male,1962
86,Lynda,96,Female,1962
87,Danny,76,Male,1962
87,Susanne,96,Female,1962
88,Dale,75,Male,1962
88,Caroline,94,Female,1962
89,Terrence,73,Male,1962
89,Maureen,94,Female,1962
90,Giuseppe,72,Male,1962
90,Jeanette,93,Female,1962
91,Gordon,71,Male,1962
91,Toni,93,Female,1962
92,Bryan,69,Male,1962
92,Kay,92,Female,1962
93,Gerard,66,Male,1962
93,Tania,90,Female,1962
94,Neville,66,Male,1962
94,Cathy,89,Female,1962
95,Alexander,64,Male,1962
95,Yvonne,89,Female,1962
96,Antonio,63,Male,1962
96,Christina,87,Female,1962
97,Norman,62,Male,1962
97,Melinda,87,Female,1962
98,Jeffery,61,Male,1962
98,Pauline,83,Female,1962
99,Vincent,61,Male,1962
99,Janette,81,Female,1962
100,Kelvin,59,Male,1962
100,Sharyn,81,Female,1962
1,David,2138,Male,1961
1,Jennifer,1092,Female,1961
2,Peter,2135,Male,1961
2,Karen,997,Female,1961
3,Mark,2021,Male,1961
3,Susan,996,Female,1961
4,Michael,1918,Male,1961
4,Julie,888,Female,1961
5,John,1659,Male,1961
5,Deborah,874,Female,1961
6,Stephen,1471,Male,1961
6,Donna,672,Female,1961
7,Robert,1258,Male,1961
7,Sharon,668,Female,1961
8,Gregory,1201,Male,1961
8,Kim,651,Female,1961
9,Paul,1143,Male,1961
9,Michelle,627,Female,1961
10,Anthony,1107,Male,1961
10,Catherine,626,Female,1961
11,Christopher,709,Male,1961
11,Joanne,612,Female,1961
12,Steven,700,Male,1961
12,Christine,602,Female,1961
13,Ian,699,Male,1961
13,Sandra,602,Female,1961
14,Craig,693,Male,1961
14,Robyn,582,Female,1961
15,Wayne,689,Male,1961
15,Elizabeth,552,Female,1961
16,Andrew,682,Male,1961
16,Wendy,532,Female,1961
17,Glenn,561,Male,1961
17,Margaret,518,Female,1961
18,Brett,512,Male,1961
18,Debra,512,Female,1961
19,Gary,498,Male,1961
19,Vicki,511,Female,1961
20,Richard,497,Male,1961
20,Leanne,483,Female,1961
21,James,468,Male,1961
21,Helen,481,Female,1961
22,Kevin,458,Male,1961
22,Linda,468,Female,1961
23,Geoffrey,440,Male,1961
23,Anne,447,Female,1961
24,Brian,412,Male,1961
24,Tracey,433,Female,1961
25,William,392,Male,1961
25,Lynette,390,Female,1961
26,Phillip,380,Male,1961
26,Mary,383,Female,1961
27,Garry,372,Male,1961
27,Kerry,375,Female,1961
28,Rodney,356,Male,1961
28,Louise,375,Female,1961
29,Bruce,350,Male,1961
29,Maria,371,Female,1961
30,Colin,346,Male,1961
30,Cheryl,364,Female,1961
31,Graham,346,Male,1961
31,Patricia,353,Female,1961
32,Jeffrey,332,Male,1961
32,Suzanne,352,Female,1961
33,Timothy,327,Male,1961
33,Jane,351,Female,1961
34,Kenneth,324,Male,1961
34,Debbie,350,Female,1961
35,Scott,316,Male,1961
35,Kerrie,340,Female,1961
36,Raymond,309,Male,1961
36,Judith,304,Female,1961
37,Neil,292,Male,1961
37,Kathryn,301,Female,1961
38,Graeme,283,Male,1961
38,Carol,291,Female,1961
39,Philip,280,Male,1961
39,Lisa,289,Female,1961
40,Alan,270,Male,1961
40,Annette,278,Female,1961
41,Ross,270,Male,1961
41,Diane,274,Female,1961
42,Glen,267,Male,1961
42,Dianne,274,Female,1961
43,Ronald,265,Male,1961
43,Jacqueline,266,Female,1961
44,Warren,261,Male,1961
44,Narelle,259,Female,1961
45,Barry,242,Male,1961
45,Carolyn,258,Female,1961
46,Trevor,242,Male,1961
46,Fiona,247,Female,1961
47,Shane,232,Male,1961
47,Kathleen,239,Female,1961
48,Matthew,221,Male,1961
48,Amanda,236,Female,1961
49,Grant,219,Male,1961
49,Denise,217,Female,1961
50,Darren,212,Male,1961
50,Rhonda,208,Female,1961
51,Allan,202,Male,1961
51,Alison,198,Female,1961
52,Bradley,201,Male,1961
52,Tracy,197,Female,1961
53,Martin,195,Male,1961
53,Ann,195,Female,1961
54,George,187,Male,1961
54,Gail,190,Female,1961
55,Stuart,184,Male,1961
55,Michele,187,Female,1961
56,Russell,175,Male,1961
56,Maree,181,Female,1961
57,Tony,169,Male,1961
57,Janelle,177,Female,1961
58,Donald,165,Male,1961
58,Leonie,172,Female,1961
59,Patrick,161,Male,1961
59,Belinda,169,Female,1961
60,Thomas,158,Male,1961
60,Barbara,168,Female,1961
61,Malcolm,157,Male,1961
61,Angela,164,Female,1961
62,Keith,150,Male,1961
62,Janet,164,Female,1961
63,Joseph,147,Male,1961
63,Katherine,161,Female,1961
64,Leslie,143,Male,1961
64,Anna,158,Female,1961
65,Terry,137,Male,1961
65,Tanya,156,Female,1961
66,Daniel,126,Male,1961
66,Sally,152,Female,1961
67,Darryl,120,Male,1961
67,Colleen,150,Female,1961
68,Ricky,118,Male,1961
68,Rosemary,146,Female,1961
69,Dean,114,Male,1961
69,Roslyn,145,Female,1961
70,Douglas,112,Male,1961
70,Heather,142,Female,1961
71,Simon,111,Male,1961
71,Pamela,141,Female,1961
72,Terrence,109,Male,1961
72,Bronwyn,138,Female,1961
73,Dennis,108,Male,1961
73,Lorraine,133,Female,1961
74,Edward,107,Male,1961
74,Frances,130,Female,1961
75,Gordon,106,Male,1961
75,Lynne,124,Female,1961
76,Nicholas,100,Male,1961
76,Lesley,121,Female,1961
77,Bernard,97,Male,1961
77,Ruth,120,Female,1961
78,Roger,97,Male,1961
78,Therese,116,Female,1961
79,Charles,93,Male,1961
79,Janice,111,Female,1961
80,Eric,91,Male,1961
80,Pauline,110,Female,1961
81,Murray,90,Male,1961
81,Janine,108,Female,1961
82,Daryl,87,Male,1961
82,Victoria,104,Female,1961
83,Noel,81,Male,1961
83,Caroline,103,Female,1961
84,Adam,80,Male,1961
84,Jo-Anne,101,Female,1961
85,Terence,80,Male,1961
85,Janette,100,Female,1961
86,Gerard,79,Male,1961
86,Toni,98,Female,1961
87,Alexander,78,Male,1961
87,Diana,97,Female,1961
88,Jeffery,77,Male,1961
88,Lee,94,Female,1961
89,Dale,74,Male,1961
89,Kay,93,Female,1961
90,Frank,74,Male,1961
90,Brenda,92,Female,1961
91,Norman,73,Male,1961
91,Megan,90,Female,1961
92,Adrian,69,Male,1961
92,Jeanette,89,Female,1961
93,Francis,69,Male,1961
93,Susanne,89,Female,1961
94,Neville,68,Male,1961
94,Maureen,88,Female,1961
95,Warwick,68,Male,1961
95,Bernadette,86,Female,1961
96,Giuseppe,67,Male,1961
96,Marie,86,Female,1961
97,Kelvin,66,Male,1961
97,Yvonne,84,Female,1961
98,Lance,64,Male,1961
98,Glenda,83,Female,1961
99,Leonard,63,Male,1961
99,Jan,83,Female,1961
100,Guy,62,Male,1961
100,Shirley,82,Female,1961
1,Peter,2236,Male,1960
1,Jennifer,1159,Female,1960
2,Mark,1940,Male,1960
2,Susan,1026,Female,1960
3,David,1884,Male,1960
3,Julie,972,Female,1960
4,Michael,1721,Male,1960
4,Karen,857,Female,1960
5,John,1628,Male,1960
5,Deborah,835,Female,1960
6,Stephen,1523,Male,1960
6,Kim,695,Female,1960
7,Robert,1246,Male,1960
7,Debra,635,Female,1960
8,Gregory,1173,Male,1960
8,Sharon,626,Female,1960
9,Paul,1111,Male,1960
9,Christine,585,Female,1960
10,Anthony,948,Male,1960
10,Robyn,577,Female,1960
11,Ian,760,Male,1960
11,Catherine,529,Female,1960
12,Wayne,738,Male,1960
12,Donna,528,Female,1960
13,Christopher,732,Male,1960
13,Margaret,527,Female,1960
14,Steven,725,Male,1960
14,Helen,523,Female,1960
15,Craig,545,Male,1960
15,Sandra,515,Female,1960
16,Richard,523,Male,1960
16,Vicki,505,Female,1960
17,Andrew,521,Male,1960
17,Elizabeth,502,Female,1960
18,James,512,Male,1960
18,Wendy,502,Female,1960
19,Brett,456,Male,1960
19,Michelle,493,Female,1960
20,Garry,436,Male,1960
20,Joanne,481,Female,1960
21,Phillip,433,Male,1960
21,Cheryl,445,Female,1960
22,Brian,428,Male,1960
22,Anne,421,Female,1960
23,Kevin,428,Male,1960
23,Lynette,407,Female,1960
24,William,426,Male,1960
24,Linda,401,Female,1960
25,Geoffrey,422,Male,1960
25,Patricia,400,Female,1960
26,Gary,419,Male,1960
26,Kerry,396,Female,1960
27,Colin,385,Male,1960
27,Mary,394,Female,1960
28,Rodney,382,Male,1960
28,Suzanne,383,Female,1960
29,Bradley,370,Male,1960
29,Kerrie,376,Female,1960
30,Glenn,355,Male,1960
30,Tracey,362,Female,1960
31,Graham,349,Male,1960
31,Judith,360,Female,1960
32,Bruce,324,Male,1960
32,Debbie,354,Female,1960
33,Kenneth,315,Male,1960
33,Leanne,341,Female,1960
34,Graeme,314,Male,1960
34,Louise,329,Female,1960
35,Raymond,310,Male,1960
35,Maria,318,Female,1960
36,Allan,296,Male,1960
36,Annette,314,Female,1960
37,Alan,292,Male,1960
37,Kathryn,286,Female,1960
38,Jeffrey,288,Male,1960
38,Kathleen,277,Female,1960
39,Philip,288,Male,1960
39,Carol,259,Female,1960
40,Ronald,282,Male,1960
40,Diane,252,Female,1960
41,Timothy,280,Male,1960
41,Jane,249,Female,1960
42,Neil,279,Male,1960
42,Dianne,237,Female,1960
43,Warren,257,Male,1960
43,Rhonda,221,Female,1960
44,Shane,255,Male,1960
44,Carolyn,219,Female,1960
45,Trevor,243,Male,1960
45,Gail,210,Female,1960
46,Barry,241,Male,1960
46,Narelle,210,Female,1960
47,Ross,235,Male,1960
47,Denise,208,Female,1960
48,Grant,199,Male,1960
48,Pamela,201,Female,1960
49,Scott,199,Male,1960
49,Ann,200,Female,1960
50,George,190,Male,1960
50,Janelle,198,Female,1960
51,Thomas,181,Male,1960
51,Amanda,196,Female,1960
52,Martin,180,Male,1960
52,Janet,190,Female,1960
53,Stuart,180,Male,1960
53,Michele,184,Female,1960
54,Malcolm,179,Male,1960
54,Maree,182,Female,1960
55,Russell,170,Male,1960
55,Barbara,179,Female,1960
56,Tony,159,Male,1960
56,Fiona,178,Female,1960
57,Glen,156,Male,1960
57,Lisa,177,Female,1960
58,Keith,156,Male,1960
58,Leonie,163,Female,1960
59,Donald,153,Male,1960
59,Tracy,153,Female,1960
60,Douglas,149,Male,1960
60,Alison,152,Female,1960
61,Matthew,148,Male,1960
61,Heather,150,Female,1960
62,Leslie,147,Male,1960
62,Bronwyn,145,Female,1960
63,Terry,136,Male,1960
63,Angela,138,Female,1960
64,Joseph,133,Male,1960
64,Lynne,137,Female,1960
65,Patrick,131,Male,1960
65,Lesley,135,Female,1960
66,Nicholas,130,Male,1960
66,Lorraine,131,Female,1960
67,Darryl,126,Male,1960
67,Colleen,130,Female,1960
68,Edward,124,Male,1960
68,Roslyn,130,Female,1960
69,Daniel,118,Male,1960
69,Sally,130,Female,1960
70,Dennis,117,Male,1960
70,Belinda,124,Female,1960
71,Ricky,117,Male,1960
71,Rosemary,124,Female,1960
72,Simon,114,Male,1960
72,Anna,121,Female,1960
73,Noel,106,Male,1960
73,Maureen,121,Female,1960
74,Terrence,106,Male,1960
74,Ruth,119,Female,1960
75,Charles,98,Male,1960
75,Jacqueline,118,Female,1960
76,Murray,98,Male,1960
76,Frances,113,Female,1960
77,Gordon,97,Male,1960
77,Tanya,112,Female,1960
78,Eric,94,Male,1960
78,Katherine,111,Female,1960
79,Frank,93,Male,1960
79,Pauline,108,Female,1960
80,Roger,92,Male,1960
80,Janice,107,Female,1960
81,Alexander,91,Male,1960
81,Jeanette,106,Female,1960
82,Neville,86,Male,1960
82,Toni,105,Female,1960
83,Darren,85,Male,1960
83,Yvonne,103,Female,1960
84,Dean,85,Male,1960
84,Beverley,100,Female,1960
85,Gerard,82,Male,1960
85,Janette,98,Female,1960
86,Bernard,80,Male,1960
86,Kay,97,Female,1960
87,Dale,77,Male,1960
87,Jan,96,Female,1960
88,Lindsay,73,Male,1960
88,Janine,96,Female,1960
89,Daryl,72,Male,1960
89,Therese,96,Female,1960
90,Francis,72,Male,1960
90,Jo-Anne,94,Female,1960
91,Terence,72,Male,1960
91,Megan,94,Female,1960
92,Adrian,71,Male,1960
92,Glenda,92,Female,1960
93,Allen,68,Male,1960
93,Diana,90,Female,1960
94,Grahame,68,Male,1960
94,Susanne,87,Female,1960
95,Danny,63,Male,1960
95,Victoria,87,Female,1960
96,Stewart,63,Male,1960
96,Cathy,86,Female,1960
97,Norman,62,Male,1960
97,Bernadette,85,Female,1960
98,Antony,60,Male,1960
98,Shirley,85,Female,1960
99,Arthur,60,Male,1960
99,Carmel,83,Female,1960
100,Guy,60,Male,1960
100,Penelope,76,Female,1960
1,Peter,2312,Male,1959
1,Jennifer,1192,Female,1959
2,David,1800,Male,1959
2,Susan,1089,Female,1959
3,Mark,1754,Male,1959
3,Julie,982,Female,1959
4,Michael,1709,Male,1959
4,Deborah,970,Female,1959
5,John,1633,Male,1959
5,Karen,886,Female,1959
6,Stephen,1429,Male,1959
6,Kim,757,Female,1959
7,Gregory,1295,Male,1959
7,Debra,659,Female,1959
8,Robert,1223,Male,1959
8,Christine,618,Female,1959
9,Paul,1067,Male,1959
9,Sharon,610,Female,1959
10,Anthony,843,Male,1959
10,Catherine,581,Female,1959
11,Wayne,798,Male,1959
11,Margaret,581,Female,1959
12,Ian,739,Male,1959
12,Vicki,577,Female,1959
13,Christopher,689,Male,1959
13,Robyn,542,Female,1959
14,Steven,592,Male,1959
14,Wendy,534,Female,1959
15,Gary,487,Male,1959
15,Elizabeth,533,Female,1959
16,Geoffrey,479,Male,1959
16,Helen,515,Female,1959
17,Richard,476,Male,1959
17,Cheryl,510,Female,1959
18,James,445,Male,1959
18,Joanne,462,Female,1959
19,Garry,439,Male,1959
19,Lynette,462,Female,1959
20,Brian,437,Male,1959
20,Donna,455,Female,1959
21,William,437,Male,1959
21,Michelle,439,Female,1959
22,Kevin,435,Male,1959
22,Kerry,434,Female,1959
23,Phillip,430,Male,1959
23,Anne,432,Female,1959
24,Craig,422,Male,1959
24,Linda,426,Female,1959
25,Colin,402,Male,1959
25,Judith,403,Female,1959
26,Graham,393,Male,1959
26,Mary,389,Female,1959
27,Bruce,365,Male,1959
27,Sandra,386,Female,1959
28,Rodney,352,Male,1959
28,Patricia,383,Female,1959
29,Glenn,347,Male,1959
29,Maria,337,Female,1959
30,Andrew,346,Male,1959
30,Kerrie,330,Female,1959
31,Raymond,340,Male,1959
31,Debbie,323,Female,1959
32,Brett,339,Male,1959
32,Suzanne,321,Female,1959
33,Philip,331,Male,1959
33,Annette,309,Female,1959
34,Jeffrey,325,Male,1959
34,Louise,280,Female,1959
35,Kenneth,324,Male,1959
35,Dianne,264,Female,1959
36,Alan,311,Male,1959
36,Jane,260,Female,1959
37,Bradley,298,Male,1959
37,Rhonda,259,Female,1959
38,Ronald,293,Male,1959
38,Diane,256,Female,1959
39,Neil,288,Male,1959
39,Kathleen,253,Female,1959
40,Ross,268,Male,1959
40,Leanne,247,Female,1959
41,Barry,258,Male,1959
41,Kathryn,242,Female,1959
42,Timothy,249,Male,1959
42,Narelle,240,Female,1959
43,Graeme,248,Male,1959
43,Carol,233,Female,1959
44,Trevor,240,Male,1959
44,Ann,224,Female,1959
45,Warren,226,Male,1959
45,Denise,214,Female,1959
46,Allan,215,Male,1959
46,Tracey,206,Female,1959
47,Shane,203,Male,1959
47,Barbara,204,Female,1959
48,George,196,Male,1959
48,Pamela,203,Female,1959
49,Terry,187,Male,1959
49,Carolyn,200,Female,1959
50,Glen,186,Male,1959
50,Leonie,199,Female,1959
51,Martin,177,Male,1959
51,Amanda,194,Female,1959
52,Thomas,168,Male,1959
52,Heather,184,Female,1959
53,Russell,165,Male,1959
53,Gail,179,Female,1959
54,Leslie,160,Male,1959
54,Michele,179,Female,1959
55,Malcolm,160,Male,1959
55,Janelle,162,Female,1959
56,Stuart,159,Male,1959
56,Janet,162,Female,1959
57,Joseph,156,Male,1959
57,Lorraine,160,Female,1959
58,Scott,156,Male,1959
58,Fiona,159,Female,1959
59,Donald,154,Male,1959
59,Maree,156,Female,1959
60,Keith,154,Male,1959
60,Rosemary,150,Female,1959
61,Grant,153,Male,1959
61,Roslyn,146,Female,1959
62,Tony,152,Male,1959
62,Lesley,141,Female,1959
63,Patrick,145,Male,1959
63,Janice,135,Female,1959
64,Edward,144,Male,1959
64,Lisa,134,Female,1959
65,Noel,136,Male,1959
65,Lynne,134,Female,1959
66,Douglas,130,Male,1959
66,Alison,131,Female,1959
67,Matthew,122,Male,1959
67,Maureen,131,Female,1959
68,Daniel,120,Male,1959
68,Colleen,130,Female,1959
69,Gordon,118,Male,1959
69,Sally,128,Female,1959
70,Terrence,118,Male,1959
70,Frances,127,Female,1959
71,Dennis,109,Male,1959
71,Angela,115,Female,1959
72,Charles,108,Male,1959
72,Anna,115,Female,1959
73,Dean,108,Male,1959
73,Yvonne,114,Female,1959
74,Frank,101,Male,1959
74,Glenda,112,Female,1959
75,Roger,100,Male,1959
75,Shirley,110,Female,1959
76,Dale,96,Male,1959
76,Susanne,108,Female,1959
77,Darryl,95,Male,1959
77,Jan,107,Female,1959
78,Nicholas,94,Male,1959
78,Janette,106,Female,1959
79,Simon,91,Male,1959
79,Ruth,105,Female,1959
80,Murray,88,Male,1959
80,Therese,105,Female,1959
81,Eric,87,Male,1959
81,Pauline,104,Female,1959
82,Terence,86,Male,1959
82,Beverley,103,Female,1959
83,Neville,85,Male,1959
83,Jeanette,101,Female,1959
84,Francis,82,Male,1959
84,Jacqueline,99,Female,1959
85,Bernard,80,Male,1959
85,Katherine,99,Female,1959
86,Norman,79,Male,1959
86,Belinda,97,Female,1959
87,Alexander,76,Male,1959
87,Bronwyn,96,Female,1959
88,Grahame,73,Male,1959
88,Tanya,95,Female,1959
89,Daryl,72,Male,1959
89,Marie,94,Female,1959
90,Gerard,72,Male,1959
90,Toni,94,Female,1959
91,Jeffery,71,Male,1959
91,Lynda,92,Female,1959
92,Ricky,71,Male,1959
92,Megan,88,Female,1959
93,Lee,68,Male,1959
93,Kay,84,Female,1959
94,Adrian,66,Male,1959
94,Diana,81,Female,1959
95,Perry,64,Male,1959
95,Lee,81,Female,1959
96,Frederick,63,Male,1959
96,Victoria,80,Female,1959
97,Warwick,63,Male,1959
97,Virginia,80,Female,1959
98,Maxwell,61,Male,1959
98,Janine,79,Female,1959
99,Arthur,60,Male,1959
99,Bernadette,78,Female,1959
100,Guy,59,Male,1959
100,Jill,77,Female,1959
1,Peter,2572,Male,1958
1,Jennifer,1215,Female,1958
2,John,1701,Male,1958
2,Susan,1131,Female,1958
3,David,1698,Male,1958
3,Deborah,1036,Female,1958
4,Michael,1622,Male,1958
4,Julie,1002,Female,1958
5,Stephen,1527,Male,1958
5,Karen,821,Female,1958
6,Mark,1513,Male,1958
6,Debra,794,Female,1958
7,Gregory,1358,Male,1958
7,Kim,761,Female,1958
8,Robert,1343,Male,1958
8,Christine,648,Female,1958
9,Paul,1050,Male,1958
9,Margaret,596,Female,1958
10,Wayne,852,Male,1958
10,Wendy,578,Female,1958
11,Anthony,836,Male,1958
11,Kerry,562,Female,1958
12,Ian,754,Male,1958
12,Vicki,558,Female,1958
13,Christopher,742,Male,1958
13,Sharon,540,Female,1958
14,Gary,561,Male,1958
14,Robyn,525,Female,1958
15,Geoffrey,552,Male,1958
15,Cheryl,522,Female,1958
16,Steven,503,Male,1958
16,Lynette,518,Female,1958
17,Kevin,472,Male,1958
17,Elizabeth,513,Female,1958
18,Brian,470,Male,1958
18,Helen,510,Female,1958
19,Phillip,461,Male,1958
19,Judith,452,Female,1958
20,William,431,Male,1958
20,Catherine,439,Female,1958
21,James,427,Male,1958
21,Anne,429,Female,1958
22,Garry,426,Male,1958
22,Linda,420,Female,1958
23,Graham,418,Male,1958
23,Sandra,417,Female,1958
24,Colin,414,Male,1958
24,Mary,400,Female,1958
25,Bruce,412,Male,1958
25,Patricia,377,Female,1958
26,Richard,398,Male,1958
26,Suzanne,358,Female,1958
27,Kenneth,365,Male,1958
27,Joanne,355,Female,1958
28,Andrew,354,Male,1958
28,Michelle,332,Female,1958
29,Philip,334,Male,1958
29,Dianne,314,Female,1958
30,Raymond,334,Male,1958
30,Diane,305,Female,1958
31,Glenn,323,Male,1958
